,location_name,google_name,Location,Average User Rating,Total User Rating
271,Alpine Beer Company,Alpine Beer Company Outpost,"{'lat': 32.837082, 'lng': -116.7762505}",4.5,379
272,Alpine Dog Brewing Co,Alpine Dog Brewing Company,"{'lat': 39.740326, 'lng': -104.974929}",4.3,151
273,Altamont Beer Works,Altamont Beer Works,"{'lat': 37.6758493, 'lng': -121.7199996}",4.7,213
274,Alter Brewing Company,Alter Brewing Company,"{'lat': 41.7905512, 'lng': -88.0399296}",4.7,317
275,Altered Genius Brewing Co,altered genius brewing co.,"{'lat': 40.5839252, 'lng': -80.22576839999999}",4.9,41
276,Altered Suds Beer Co,Altered Suds Beer Co.,"{'lat': 38.7132903, 'lng': -77.7947039}",4.9,20
277,Altitude Brewing & Supply,Altitude Brewing & Supply,"{'lat': 39.7614845, 'lng': -104.9840669}",4.8,122
278,Altitude Chophouse and Brewery,N/A,N/A,N/A,N/A
279,Altruist Brewing Company,Altruist Brewing Company,"{'lat': 42.1161234, 'lng': -72.113044}",4.7,80
280,Altstadt Brewery,N/A,N/A,N/A,N/A
281,Alvarado Street Brewery,N/A,N/A,N/A,N/A
282,Alvarado Street Brewery & Grill,Alvarado Street Brewery,"{'lat': 36.5993111, 'lng': -121.8948056}",4.5,954
283,Alvarium Beer Company,Alvarium Beer Co.,"{'lat': 41.6642091, 'lng': -72.754938}",4.7,354
284,Amador Brewing Company,Amador Brewing Company,"{'lat': 38.4823444, 'lng': -120.8434817}",4.7,145
285,Amalgam Brewing,N/A,N/A,N/A,N/A
286,Amazen,N/A,N/A,N/A,N/A
287,Ambacht Brewing,Ambacht Brewing,"{'lat': 45.53262350000001, 'lng': -122.956463}",4.8,51
288,Amber Lantern Brewing Company,Amber Lantern Brewing Company,"{'lat': 42.7408333, 'lng': -78.1322222}",4.3,75
289,Ambition Brewing,Ambition Brewing,"{'lat': 44.5869547, 'lng': -70.2312376}",4.8,36
290,Ambitious Ales,Ambitious Ales,"{'lat': 33.8312247, 'lng': -118.1853753}",4.6,72
291,Ambler Beer Company,Ambler Beer Company,"{'lat': 40.1620234, 'lng': -75.2343203}",4.7,30
292,Amelia Island Brewing Company,N/A,N/A,N/A,N/A
293,American Brewers Inc,"American Brewers, Inc.","{'lat': 42.2666142, 'lng': -85.53782389999999}",5,4
294,American Brewing Company,N/A,N/A,N/A,N/A
295,American Craft Aleworks,American Craft Aleworks,"{'lat': 26.7131429, 'lng': -80.0508325}",4.6,179
296,American Harvest Brewpub At Schoolcraft College,American Harvest Restaurant,"{'lat': 42.4214142, 'lng': -83.4314404}",4.8,66
297,American Icon Brewery,American Icon Brewery,"{'lat': 27.6373994, 'lng': -80.39711510000001}",4.2,745
298,American Icon Brewery Kitchen & Taproom,American Icon Brewery Kitchen & Taproom,"{'lat': 26.1356175, 'lng': -80.1407187}",4.3,114
299,American Solera,American Solera Brewery,"{'lat': 36.1518927, 'lng': -95.9667393}",4.7,89
300,American Solera SOBO,American Solera SoBo,"{'lat': 36.1359076, 'lng': -95.9851949}",4.9,111
301,Amerisports Brew Pub,Amerisports Bar & Grill,"{'lat': 39.1505235, 'lng': -94.48480459999999}",4.1,363
302,Amery Ale Works,Amery Ale Works,"{'lat': 45.2937441, 'lng': -92.396994}",4.7,203
303,Amherst Brewing Co Hangar Pub and Grill,Hangar Pub And Grill,"{'lat': 42.3727556, 'lng': -72.5318238}",4.2,456
304,Amici Madison,Amici Madison,"{'lat': 33.5961543, 'lng': -83.4693612}",4.2,485
305,Amity Ales Brewpub and Eatery,Amity Ales,"{'lat': 40.6788049, 'lng': -73.41775990000001}",4.5,460
306,Amor Artis Brewing,Amor Artis Brewing,"{'lat': 35.0076366, 'lng': -80.94400739999999}",4.8,247
307,Amory's Tomb Brewing Co,Amory's Tomb Brewing Co.,"{'lat': 42.4320895, 'lng': -71.45317109999999}",4.8,46
308,Amplified Ale Works,N/A,N/A,N/A,N/A
309,Amplified Ale Works Miramar Studio,Amplified Ale Works,"{'lat': 32.8866868, 'lng': -117.1570373}",4.7,40
310,Amruth Brewery,N/A,N/A,N/A,N/A
311,Anacapa Brewing Co,Anacapa Brewing,"{'lat': 34.2806759, 'lng': -119.2935844}",4.4,221
312,Anacortes Brewery Rockfish Grill,Rockfish Grill & Anacortes Brewery,"{'lat': 48.5192424, 'lng': -122.6126711}",4.2,410
313,Anaheim Brewery,Anaheim Brewery,"{'lat': 33.8327376, 'lng': -117.9124691}",4.5,95
314,Ancestry Brewery,N/A,N/A,N/A,N/A
315,Anchor Brewing Co,N/A,N/A,N/A,N/A
316,Anchorage Brewing Co,Anchorage Brewing Company,"{'lat': 61.138793, 'lng': -149.8821545}",4.7,146
317,Ancient City Brewing Co,Indiana City Brewing Company,"{'lat': 39.766067, 'lng': -86.141221}",4.6,186
318,Ancient Lakes Brewing Company,N/A,N/A,N/A,N/A
319,Anderby Brewing,Anderby Brewing,"{'lat': 33.96754689999999, 'lng': -84.21728929999999}",4.8,77
320,Anderson Valley Brewing Co,N/A,N/A,N/A,N/A
321,Andrews Brewing Co At Calaboose Cellars,Andrews Brewing Company,"{'lat': 35.198915, 'lng': -83.81268380000002}",4.7,52
322,Angel City Brewery,Angel City Brewery,"{'lat': 34.0466306, 'lng': -118.2378528}",4.5,1122
323,Angelina Brewing Company,Angelina Brewing Company,"{'lat': 31.3384238, 'lng': -94.7292294}",4.5,187
324,Angry Chair Brewing LLC,Angry Chair Brewing,"{'lat': 28.0051338, 'lng': -82.4592887}",4.5,430
325,Angry Erik Brewing,"Angry Erik Brewing, LLC","{'lat': 41.0947837, 'lng': -74.7359161}",4.8,124
326,Angry Fish Brewing Company,Angry Fish Brewing Co.,"{'lat': 33.9809211, 'lng': -81.27599149999999}",4.9,75
327,Angry Hank's Microbrewery,Angry Hank's Microbrewery,"{'lat': 45.7805355, 'lng': -108.5081903}",4.8,85
328,Angry Horse Brewing,Angry Horse Brewing,"{'lat': 34.0095025, 'lng': -118.1063756}",4.5,99
329,Angry Inch Brewing,Angry Inch Brewing,"{'lat': 44.6476689, 'lng': -93.2430177}",4.6,146
330,Angry James Brewing Co,Angry James Brewery,"{'lat': 39.6322102, 'lng': -106.0761867}",4.8,250
331,Angry Minnow The,Angry Minnow Brewery,"{'lat': 46.0105497, 'lng': -91.4888447}",4.4,386
332,Angry Scotsman Brewing,Angry Scotsman Brewing,"{'lat': 35.4639803, 'lng': -97.5245364}",4.8,108
333,Angry Swede Brewing Company,The Angry Swede Brewing Company,"{'lat': 39.7675889, 'lng': -94.8535828}",4.9,36
334,Angry Troll Brewing,Angry Troll Brewing,"{'lat': 36.2446326, 'lng': -80.8488066}",4.3,328
335,Anheuser Busch InBev,N/A,N/A,N/A,N/A
336,Anheuser Busch Inc Baldwinsville,Anheuser-Busch Budweiser Plant,"{'lat': 43.16935609999999, 'lng': -76.3110136}",2.4,179
337,Anheuser Busch Inc Cartersville,Anheuser-Busch,"{'lat': 34.25539, 'lng': -84.7833646}",2.8,352
338,Anheuser Busch Inc Columbus,Anheuser-Busch,"{'lat': 40.1042802, 'lng': -82.99263239999999}",2.5,338
339,Anheuser Busch Inc Fairfield,N/A,N/A,N/A,N/A
340,Anheuser Busch Inc Fort Collins,N/A,N/A,N/A,N/A
341,Anheuser Busch Inc Houston,N/A,N/A,N/A,N/A
342,Anheuser Busch Inc Los Angeles,N/A,N/A,N/A,N/A
343,Anheuser Busch Inc Merrimack,Budweiser Brewery Experience,"{'lat': 42.8248293, 'lng': -71.4881055}",4.4,564
344,Anheuser Busch Inc Newark,Anheuser-Busch Co,"{'lat': 40.6950322, 'lng': -74.1904732}",2.7,214
345,Anheuser Busch Inc Williamsburg,Anheuser-Busch Inc,"{'lat': 37.2387917, 'lng': -76.6508532}",3.6,179
346,Animas Brewing Co,Animas Brewing Company,"{'lat': 37.27998660000001, 'lng': -107.8768544}",4.4,490
347,Animated Brewing Co,Animated Brewing Company,"{'lat': 39.9921869, 'lng': -75.8300438}",4.9,27
348,Ankrolab Brewing Company,Ankrolab Brewing Company,"{'lat': 26.120328, 'lng': -81.77011449999999}",4.8,108
349,Anthem Brewing Co,Anthem Brewing Company,"{'lat': 35.4608722, 'lng': -97.5287333}",4.7,180
350,Antietam Brewery LLC,Antietam Brewery,"{'lat': 39.6400024, 'lng': -77.7607797}",4.8,115
351,Antioch Brewing Company,N/A,N/A,N/A,N/A
352,Antiques On High,N/A,N/A,N/A,N/A
353,Anvil Brewing,Anvil Brewing,"{'lat': 32.9964039, 'lng': -94.967303}",4.5,239
354,Anvil and Forge Brewery and Distillery,Anvil & Forge Brewing and Distilling Company,"{'lat': 39.8018056, 'lng': -89.6469673}",4.9,55
355,Apex Aleworks,Apex Aleworks Brewery & Taproom,"{'lat': 39.0408744, 'lng': -94.4167018}",4.6,61
356,Apocalypse Ale Works,Apocalypse Ale Works,"{'lat': 37.36228190000001, 'lng': -79.28758739999999}",4.7,228
357,Apocalypse Brew Works,"Apocalypse Brew Works, LLP","{'lat': 38.2567328, 'lng': -85.7204713}",4.7,133
358,Appalachian Brewing Co Gettysburg Battlefield,N/A,N/A,N/A,N/A
359,Appalachian Brewing Co Gettysburg Gateway,Appalachian Brewing Company Gateway,"{'lat': 39.842641, 'lng': -77.1919229}",4,483
360,Appalachian Brewing Co Harrisburg,Appalachian Brewing Company,"{'lat': 40.2658574, 'lng': -76.8752339}",4.4,643
361,Appalachian Brewing Co Lititz,Appalachian Brewing Company of Lititz,"{'lat': 40.1579657, 'lng': -76.3007153}",4.4,498
362,Appalachian Brewing Co Mechanicsburg,N/A,N/A,N/A,N/A
363,Appalachian Grail Brewing Co LLC,N/A,N/A,N/A,N/A
364,Appalachian Mountain Brewery Boone,Appalachian Mountain Brewery,"{'lat': 36.20335, 'lng': -81.6684111}",4.7,424
365,Appalachian Mountain Brewery Portsmouth,N/A,N/A,N/A,N/A
366,Appleton Beer Factory,Appleton Beer Factory,"{'lat': 44.2615451, 'lng': -88.4140348}",4.1,174
367,Apponaug Brewing,Apponaug Brewing Company,"{'lat': 41.726671, 'lng': -71.469205}",4.6,189
368,Aquabrew,AquaBrew,"{'lat': 29.881248, 'lng': -97.940083}",4.3,327
369,Arbor Brewing Company,Arbor Brewing Company - Corner Brewery,"{'lat': 42.25031600000001, 'lng': -83.609956}",4.5,513
370,Arbor Brewing Company Plymouth Taproom,Arbor Brewing Plymouth Taproom,"{'lat': 42.3695282, 'lng': -83.4689674}",4.4,199
371,Arcadia Smokehouse,Arcadia Smokehouse,"{'lat': 42.733805, 'lng': -84.52092859999999}",4,636
372,Arcadian Moon,Arcadian Moon,"{'lat': 39.0003838, 'lng': -93.75373160000001}",4.1,147
373,Arcana Brewing Company,Arcana Brewing Company,"{'lat': 33.1402603, 'lng': -117.2738116}",4.8,81
374,Arch Rock Brewing Co,Arch Rock Brewing Company,"{'lat': 42.3888959, 'lng': -124.4152614}",4.6,62
375,Archaic Craft Brewery At Centro,N/A,N/A,N/A,N/A
376,Arches Brewing,N/A,N/A,N/A,N/A
377,Archetype Brewing,Archetype Brewing Tap Lounge + Venue,"{'lat': 35.6005152, 'lng': -82.55497419999999}",4.8,32
378,Arclight Brewing Company,Arclight Brewing Company,"{'lat': 42.1912005, 'lng': -86.2590882}",4.6,211
379,Arcpoint Brewing Co,N/A,N/A,N/A,N/A
380,Ardent Craft Ales,N/A,N/A,N/A,N/A
381,Argilla Brewing Co Pietro's Pizza,Argilla Brewing Co. @ Pietro's Pizza,"{'lat': 39.7083067, 'lng': -75.68437569999999}",4.3,234
382,Argyle Brewing Company,N/A,N/A,N/A,N/A
383,Arizona Wilderness Brewing,Arizona Wilderness Gilbert Brewpub,"{'lat': 33.36298110000001, 'lng': -111.8410686}",4.7,1861
384,Arizona Wilderness Brewing Wilderness Woodnotes Cellar,N/A,N/A,N/A,N/A
385,Arkane Aleworks,Arkane Aleworks,"{'lat': 27.9182699, 'lng': -82.7602388}",4.9,491
386,Arkose Brewery,Arkose Brewery,"{'lat': 61.58166670000001, 'lng': -149.1061112}",4.6,39
387,Arlington Club,N/A,N/A,N/A,N/A
388,Arlyn's Good Beer,Arlyn's Good Beer LLC,"{'lat': 41.3732267, 'lng': -83.6573265}",4.9,41
389,Armada Brewing,N/A,N/A,N/A,N/A
390,Armadillo Ale Works,Armadillo Brewing Company,"{'lat': 33.212893, 'lng': -97.128276}",4.8,194
391,Armistice Brewing Company,Armistice Brewing Company,"{'lat': 37.919474, 'lng': -122.348274}",4.7,197
392,Armored Cow Brewing Co,Armored Cow Brewing Co.,"{'lat': 35.3134223, 'lng': -80.7532652}",4.7,94
393,Around the Bend Beer Co,Around the Bend Beer Co.,"{'lat': 41.8893958, 'lng': -87.66670239999999}",4.9,21
394,Arrow Lodge Brewing,N/A,N/A,N/A,N/A
395,Arrowhead Ales Brewing Company,Arrowhead Ales Brewing Company,"{'lat': 41.4814956, 'lng': -87.9590444}",4.5,250
396,Arrowood Farms,Arrowood Farm-Brewery,"{'lat': 41.8042747, 'lng': -74.2468122}",4.7,135
397,Art History Brewing Inc,Art History Brewing,"{'lat': 41.8893964, 'lng': -88.31268329999999}",4.8,38
398,Artifact Brewing,N/A,N/A,N/A,N/A
399,Artifex Brewing Company,N/A,N/A,N/A,N/A
400,Artisan Reserve Inc,"Artisan Reserve, Inc.","{'lat': 42.2221756, 'lng': -83.3969242}",4.9,35
401,Artisan's Brewery & Italian Grill,Artisan's Restaurant & Brewery,"{'lat': 39.9771661, 'lng': -74.1823999}",4.3,470
402,Artisanal Brew Works,N/A,N/A,N/A,N/A
403,Arts District Brewing Company,Arts District Brewing Company,"{'lat': 34.0447139, 'lng': -118.2352867}",4.5,2692
404,Arundel Cellars & Brewing Co,Arundel Cellars & Brewing Co,"{'lat': 42.2246558, 'lng': -79.8046777}",4.7,183
405,Arvon Brewing Co,Arvon Brewing Co. - Production Facility,"{'lat': 42.9448555, 'lng': -85.6669718}",4.8,19
406,Asbury Park Brewery,Asbury Park Brewery,"{'lat': 40.2194252, 'lng': -74.0128326}",4.3,111
407,Ascendant Beer Company,Ascendant Beer Company,"{'lat': 45.526194, 'lng': -122.675234}",4.5,292
408,Ascension Brewing Company,Ascension Brewing Company,"{'lat': 42.4782756, 'lng': -83.4607389}",4.5,511
409,Asgard Brewing Company,Asgard Brewing Co.,"{'lat': 35.6174512, 'lng': -87.03295090000002}",4.9,173
410,Ashby Brewing Company,Ashby Brewing Company,"{'lat': 46.09297950000001, 'lng': -95.8168817}",3.5,13
411,Ashby Brewing Company Battle Lake,ABC Brewery,"{'lat': 46.2756662, 'lng': -95.7195643}",4.4,62
412,Asher Brewing Co,Asher Brewing Company,"{'lat': 40.0599871, 'lng': -105.205695}",4.4,110
413,Asheville Brewing Co,Asheville Brewing Company,"{'lat': 35.5917224, 'lng': -82.55531359999999}",4.2,749
414,Ashton Brewing Company,Ashton Brewing Company,"{'lat': 40.5707608, 'lng': -74.49470869999999}",4.9,36
415,Ashtown Brewing Co,N/A,N/A,N/A,N/A
416,Ashuelot Brewing Company,Ashuelot Brewing Company,"{'lat': 42.7601094, 'lng': -72.2267347}",4.9,13
417,Asian Brothers Brewing Company,Asian Brothers Brewing Company,"{'lat': 38.1048725, 'lng': -121.5929883}",4.3,51
418,Aslan Brewing Co,Aslan Brewing Company,"{'lat': 48.74845, 'lng': -122.474513}",4.6,1158
419,Aslin Beer Company,Aslin Beer Company,"{'lat': 38.9563734, 'lng': -77.3747662}",4.5,265
420,Aslin Beer Company Alexandria,N/A,N/A,N/A,N/A
421,Aspen Brewing Company,Aspen Tap / Aspen Brewing Co,"{'lat': 39.1898636, 'lng': -106.8184272}",4.1,233
422,Aspetuck Brew Lab,Aspetuck Brew Lab,"{'lat': 41.1544444, 'lng': -73.2356667}",4.5,72
423,Ass Clown Brewing Co,Ass Clown Brewing Company,"{'lat': 35.4575436, 'lng': -80.8548591}",4.7,216
424,Assembly Brewing,Assembly Brewing,"{'lat': 45.4906387, 'lng': -122.600633}",4.6,587
425,Astoria Brewing Company,Astoria Brewing Company,"{'lat': 46.190197, 'lng': -123.8314057}",4.4,1578
426,Astral Brewing,Astral Brewing,"{'lat': 29.8356602, 'lng': -95.41021210000001}",4.7,104
427,Astro Lab Brewing,Astro Lab Brewing,"{'lat': 38.992136, 'lng': -77.026963}",4.7,141
428,Astronomy Aleworks,Astronomy Aleworks,"{'lat': 36.0539272, 'lng': -115.0176991}",4.9,60
429,Asylum Brewing,Asylum Brewing,"{'lat': 33.8497197, 'lng': -117.8612169}",4.5,81
430,At Ease Brewing,At Ease Brewing Company,"{'lat': 38.5783538, 'lng': -121.4810872}",4.9,53
431,At Large Brewing,At Large Brewing & Taproom,"{'lat': 47.98087839999999, 'lng': -122.2146031}",4.7,145
432,Atco Brewing LLC,N/A,N/A,N/A,N/A
433,Athens Brewing Co,Athens Brewing Co,"{'lat': 32.2056493, 'lng': -95.85481539999999}",4.6,94
434,Athentic Brewing Company,Athentic Brewing Company,"{'lat': 33.9630997, 'lng': -83.397863}",5,22
435,Athletic Brewing Company,N/A,N/A,N/A,N/A
436,Athletic Brewing Company Production Facility,Athletic Brewing Company,"{'lat': 41.1656066, 'lng': -73.1542151}",4.9,112
437,Atlanta Brewing,Atlanta Brewing Company,"{'lat': 33.8184522, 'lng': -84.4346066}",4.7,234
438,Atlantic Brewing Co Bar Harbor Brewing,Atlantic Brewing Company,"{'lat': 44.3995477, 'lng': -68.33400879999999}",4.6,201
439,Atlantic Brewing Company,N/A,N/A,N/A,N/A
440,Atlas Brew Works,Atlas Brew Works,"{'lat': 38.9148703, 'lng': -76.981595}",4.5,220
441,Atlas Saloon Brewery,Atlas Saloon,"{'lat': 39.342506, 'lng': -94.223304}",4.3,87
442,Atom Brewing Company,Atom Brewing Company (NO TAPROOM),"{'lat': 40.0487407, 'lng': -105.0537378}",5,2
443,Atomic Ale Brewpub and Eatery,Atomic Ale Brewpub & Eatery,"{'lat': 46.27455579999999, 'lng': -119.2773815}",4.4,770
444,Attaboy Barrel House,ATTABOY BARREL HOUSE,"{'lat': 39.4116255, 'lng': -77.40316279999999}",4.9,14
445,Attaboy Beer,ATTABOY BEER,"{'lat': 39.4121356, 'lng': -77.40264839999999}",4.7,403
446,Attic Brewing Company,Attic Brewing Company,"{'lat': 40.0229869, 'lng': -75.16169769999999}",4.9,96
447,Attitude Brewing Company,N/A,N/A,N/A,N/A
448,Atwater Brewing Co,N/A,N/A,N/A,N/A
449,Atwater Grand Rapids,Atwater Brewery in GR,"{'lat': 42.9706281, 'lng': -85.6725749}",4,260
450,Atwater In the Park Biergarten and Tap House,N/A,N/A,N/A,N/A
451,Atwood Ales,N/A,N/A,N/A,N/A
452,Atypical Brewery & Barrelworks,Atypical Brewery & Barrelworks,"{'lat': 48.2362289, 'lng': -101.2854385}",5,35
453,Auburn Alehouse,Auburn Alehouse,"{'lat': 38.895323, 'lng': -121.078516}",4.5,1861
454,Audacious Aleworks,N/A,N/A,N/A,N/A
455,August Schell Brewing Company,N/A,N/A,N/A,N/A
456,Augustino Brewing,Augustino Brewing Company,"{'lat': 37.6957859, 'lng': -97.44372}",4.3,382
457,Auld Brewing Company,Auld Brewing Company,"{'lat': 33.5843412, 'lng': -101.8405763}",5,1
458,Aurellias Bottle Shop and Brewhouse,Aurellia's Bottle Shop & Brewhouse,"{'lat': 31.8833923, 'lng': -106.570515}",4.6,119
459,Aurochs Brewing Company,Aurochs Brewing Company,"{'lat': 40.511844, 'lng': -80.103402}",4.9,60
460,Aurora Ale & Lager,N/A,N/A,N/A,N/A
461,Ausable Brewing Co,Ausable Brewing Company,"{'lat': 44.5032539, 'lng': -73.44784539999999}",4.8,85
462,Austin Beerworks,Austin Beerworks,"{'lat': 30.3795473, 'lng': -97.72978909999999}",4.6,640
463,Austin Brothers' Beer Company,Austin Brothers Beer Company,"{'lat': 45.0754525, 'lng': -83.434302}",4.7,477
464,Austin Street Brewery,Austin Street Brewery,"{'lat': 43.6652233, 'lng': -70.2576771}",4.7,80
465,Automatic Brewing Co Blind Lady Alehouse,Automatic Brewing Company,"{'lat': 32.7636068, 'lng': -117.1203655}",5,3
466,Autumn Arch Beer Project,Autumn Arch Beer Project,"{'lat': 39.611482, 'lng': -75.7696965}",4.8,81
467,Avalanche Brewing Co,Avalanche Brewing Company,"{'lat': 37.811431, 'lng': -107.6648267}",4.5,152
468,Avalon Brew Pub,Avalon Brew Pub - Restaurant & Microbrewery,"{'lat': 39.0635548, 'lng': -74.7475126}",4.1,212
469,Avant Garde Aleworks,Avant Garde Aleworks,"{'lat': 40.3728652, 'lng': -105.5085835}",4.9,46
470,Avery Brewing Co,Avery Brewing Company,"{'lat': 40.0625629, 'lng': -105.2047427}",4.7,1501
471,Aviator Brewing Company,Aviator Brewing Company,"{'lat': 35.6197204, 'lng': -78.8081893}",4.1,143
472,Avid Brew Co,Avid Brew Company,"{'lat': 27.770415, 'lng': -82.657259}",4.7,124
473,Avon Brewing Company,Avon Brewing Company,"{'lat': 41.451622, 'lng': -82.035491}",4.5,373
474,Avondale Brewing Co,Avondale Brewing Company,"{'lat': 33.5248409, 'lng': -86.7735756}",4.6,385
475,Away Days Brewing,Away Days Brewing Co,"{'lat': 45.5119866, 'lng': -122.6555017}",5,42
476,Axe And Arrow Brewery,Axe and Arrow Brewing,"{'lat': 39.7032737, 'lng': -75.1130828}",4.9,41
477,Axemann Brewery,Axemann Brewery,"{'lat': 40.9008525, 'lng': -77.7763105}",4.7,132
478,Aztec Brewing Company,Aztec Brewing Company,"{'lat': 33.1496667, 'lng': -117.2297944}",4.6,287
479,B 52 Brewing,B-52 Brewing Co.,"{'lat': 30.340665, 'lng': -95.5509065}",4.8,481
480,B C Brewery,N/A,N/A,N/A,N/A
481,B Chord Brewing Company,B Chord Brewing Company,"{'lat': 39.1206779, 'lng': -77.8246841}",4.7,214
482,B Nektar Meadery,N/A,N/A,N/A,N/A
483,B O B's Brewery,B.O.B.'s Brewery,"{'lat': 42.9636047, 'lng': -85.6729842}",4,78
484,B and J's Handcrafted Texas Ales,N/A,N/A,N/A,N/A
485,B2 Taphouse & Brewery,N/A,N/A,N/A,N/A
486,BAD Brewing Co,BAD Brewing Company,"{'lat': 42.578623, 'lng': -84.44335400000001}",4.7,260
487,BAD SONS Beer Co,BAD SONS Beer Co.,"{'lat': 41.3263889, 'lng': -73.0991667}",4.7,300
488,BAKFISH Brewing Company,BAKFISH Brewing Company,"{'lat': 29.543417, 'lng': -95.2225594}",4.6,275
489,BBGB Brewery And Hop Farm,Hardware Sustainable Gastropub and Brewery,"{'lat': 41.8095055, 'lng': -88.3715868}",4.5,591
490,BDD Brewing Company,"BDD Brewing Company, LLC","{'lat': 35.9591802, 'lng': -77.8018372}",4.9,15
491,BDSM Brewing Company,BDSM Brewing Company,"{'lat': 45.51574, 'lng': -122.960421}",4.8,41
492,BJ's Brewhouse,N/A,N/A,N/A,N/A
493,BJs Restaurant & Brewery Boulder,N/A,N/A,N/A,N/A
494,BJs Restaurant & Brewery Brea,N/A,N/A,N/A,N/A
495,BJs Restaurant & Brewery Chandler,N/A,N/A,N/A,N/A
496,BJs Restaurant & Brewery Reno,N/A,N/A,N/A,N/A
497,BJs Restaurant & Brewery West Covina,N/A,N/A,N/A,N/A
498,BKS Artisan Ales,BKS Artisan Ales,"{'lat': 39.0133263, 'lng': -94.57936529999999}",4.8,149
499,BNS Brewing & Distilling Co,BNS Brewing and Distilling Co,"{'lat': 32.846293, 'lng': -116.958397}",4.7,179
500,BS Brew Works Inc,BS Brew Works,"{'lat': 36.5039522, 'lng': -86.8856526}",4.8,58
501,BS Brewing,BS Brewing,"{'lat': 29.6879742, 'lng': -97.9023898}",4.8,48
502,Baa Baa Brewhouse,Baa Baa Brewhouse,"{'lat': 29.7733669, 'lng': -95.9510803}",4.9,49
503,Babe's Bar B Que and Brewhouse,Babe's Bar-B-Que & Brewhouse,"{'lat': 33.7407712, 'lng': -116.4110698}",4.3,608
504,Back Barn Brewing Company,Back Barn Brewing Company,"{'lat': 42.7698825, 'lng': -74.1707788}",4.6,43
505,Back Bay Brewing Company,N/A,N/A,N/A,N/A
506,Back Bay's Farmhouse Brewing Co,Back Bay's Farmhouse Brewing Co.,"{'lat': 36.78279879999999, 'lng': -76.19081059999999}",4.6,577
507,Back Channel Brewing,Back Channel Brewing Co.,"{'lat': 44.9363867, 'lng': -93.6439838}",4.8,302
508,Back East Brewing,N/A,N/A,N/A,N/A
509,Back Forty Beer Co,Back Forty Beer Company,"{'lat': 34.0158545, 'lng': -86.00567439999999}",4.7,134
